26年春季考试招生计划及分数参考,,
院校名称,专业名称,最低分
昆明艺术职业学院,国际标准舞,315
昆明艺术职业学院,学前教育,300
昆明艺术职业学院,中文,300
昆明艺术职业学院,运动训练,312
昆明艺术职业学院,视觉传达设计,324
昆明艺术职业学院,环境艺术设计,325
昆明艺术职业学院,室内艺术设计,326
昆明艺术职业学院,摄影与摄像艺术,320
昆明艺术职业学院,摄影摄像技术,321
昆明艺术职业学院,播音与主持,322
昆明艺术职业学院,戏剧影视表演,326
昆明艺术职业学院,影视编导,325
昆明艺术职业学院,影视动画,320
昆明艺术职业学院,艺术设计,319
昆明艺术职业学院,建筑室内设计,324
昆明艺术职业学院,高速铁路客运服务,326
昆明艺术职业学院,空中乘务,318
昆明艺术职业学院,物联网应用技术,300
昆明艺术职业学院,飞行器维修技术,305
昆明艺术职业学院,机场运行服务与管理,298
昆明艺术职业学院,定翼机驾驶技术,300
昆明艺术职业学院,新能源汽车检测与维修技术,305
昆明艺术职业学院,通用航空航务技术,298
昆明航空职业学院,空中乘务,325
昆明航空职业学院,民航空中安全保卫,320
昆明航空职业学院,航空物流管理,315
昆明航空职业学院,无人机应用技术,318
昆明航空职业学院,飞机机电设备维修,326
昆明航空职业学院,飞机电子设备维修,328
云南新兴职业学院,医学影像技术,275
云南新兴职业学院,医学检验技术,280
云南新兴职业学院,中医养生保健,277
云南新兴职业学院,口腔卫生保健,270
云南新兴职业学院,护理(国控专业),285
云南新兴职业学院,助产,280
云南新兴职业学院,动物医学,265
云南新兴职业学院,呼吸治疗技术,255
云南新兴职业学院,智慧健康养老服务与管理,243
云南新兴职业学院,中药学(现代学徒制),267
云南新兴职业学院,医学美容技术(现代学徒制),248
云南新兴职业学院,药学,268
云南新兴职业学院,动物药学,265
云南新兴职业学院,药品经营与管理,245
云南新兴职业学院,中草药栽培与加工技术,255
云南新兴职业学院,医疗器械维护与管理,256
云南新兴职业学院,中药材生产与加工,265
云南新兴职业学院,大数据技术,245
云南新兴职业学院,云计算技术应用,230
云南新兴职业学院,软件技术,243
云南新兴职业学院,物联网应用技术,240
云南新兴职业学院,低空安全与技术,225
云南新兴职业学院,学前教育(国控专业、现代学徒制),254
云南新兴职业学院,艺术教育(国控专业),256
云南新兴职业学院,现代殡葬技术与管理(现代学徒制),228
云南新兴职业学院,婴幼儿托育服务与管理(现代学徒制),230
云南新兴职业学院,建筑工程技术(现代学徒制),236
云南新兴职业学院,建筑消防技术,240
云南新兴职业学院,空中乘务,252
云南新兴职业学院,应急救援技术,246
云南新兴职业学院,音乐表演,238
云南新兴职业学院,高速铁路客运服务,254
云南新兴职业学院,农村电子商务,224
塔里木职业技术学院,大数据与会计,495
塔里木职业技术学院,电子商务,490
塔里木职业技术学院,智能物流技术,485
塔里木职业技术学院,数字媒体技术,492
塔里木职业技术学院,建筑工程技术,491
塔里木职业技术学院,工程造价,488
塔里木职业技术学院,机电一体化技术,510
塔里木职业技术学院,工业机器人技术,490
塔里木职业技术学院,汽车检测与维修技术,505
塔里木职业技术学院,现代农业装备应用技术,486
塔里木职业技术学院,旅游管理,488
塔里木职业技术学院,酒店管理与数字化运营,486
塔里木职业技术学院,烹饪工艺与营养,489
塔里木职业技术学院,中西面点工艺,485
塔里木职业技术学院,现代纺织技术,501
塔里木职业技术学院,纺织品设计,486
塔里木职业技术学院,服装设计与工艺,489
塔里木职业技术学院,纺织品检验与贸易,485
塔里木职业技术学院,空中乘务,491
塔里木职业技术学院,通用航空器维修,488
塔里木职业技术学院,无人机应用技术,489
塔里木职业技术学院,机场运行服务与管理,489
塔里木职业技术学院,学前教育,500
塔里木职业技术学院,护理,505
塔里木职业技术学院,婴幼儿托育服务与管理,488
新疆生产建设兵团兴新职业技术学院,建筑工程技术,488
新疆生产建设兵团兴新职业技术学院,道路与桥梁工程技术,490
新疆生产建设兵团兴新职业技术学院,工程造价,485
新疆生产建设兵团兴新职业技术学院,计算机网络技术,495
新疆生产建设兵团兴新职业技术学院,信息安全技术应用,488
新疆生产建设兵团兴新职业技术学院,大数据与财务管理,490
新疆生产建设兵团兴新职业技术学院,现代物流管理,485
新疆生产建设兵团兴新职业技术学院,电子商务,495
新疆生产建设兵团兴新职业技术学院,石油化工技术,480
新疆生产建设兵团兴新职业技术学院,电气自动化技术,500
新疆生产建设兵团兴新职业技术学院,现代农业技术,489
新疆生产建设兵团兴新职业技术学院,汽车检测与维修技术,495
新疆生产建设兵团兴新职业技术学院,学前教育,505
新疆生产建设兵团兴新职业技术学院,服装设计与工艺,487
新疆生产建设兵团兴新职业技术学院,社会工作,485
新疆生产建设兵团兴新职业技术学院,烹饪工艺与营养,486
新疆生产建设兵团兴新职业技术学院,数字媒体技术,490
铁门关职业技术学院,机电一体化技术,505
铁门关职业技术学院,数字媒体技术,495
铁门关职业技术学院,党务工作,486
重庆城市管理职业学院,觉务工作,492
重庆城市管理职业学院,社会工作,500
重庆城市管理职业学院,现代殡葬技术与管理,505
重庆城市管理职业学院,婚庆服务与管理,496
重庆城市管理职业学院,现代文秘,498
重庆城市管理职业学院,现代物业管理,496
重庆城市管理职业学院,市场营销,495
重庆城市管理职业学院,关务与外贸服务,492
重庆城市管理职业学院,国际经济与贸易,500
重庆城市管理职业学院,旅游管理,498
重庆城市管理职业学院,酒店管理与数字化运营,495
长沙民政职业技术学院,康复治疗技术,510
长沙民政职业技术学院,现代物流管理,498
长沙民政职业技术学院,传播与策划,490
长沙民政职业技术学院,社会工作,505
长沙民政职业技术学院,社区管理与服务,500
长沙民政职业技术学院,民政服务与管理(社会组织服务与管理方向),509
长沙民政职业技术学院,民政服务与管理,512
长沙民政职业技术学院,现代家政服务与管理,500
长沙民政职业技术学院,智慧健康养老服务与管理,508
长沙民政职业技术学院,婚庆服务与管理,485
上海交通职业技术学院,汽车检测与维修技术（定向招生保山建档立卡户）,505
上海工艺美术职业学院,展示艺术设计（定向招生保山建档立卡户）,489
上海工艺美术职业学院,室内艺术设计（定向招生保山建档立卡户）,490
上海工艺美术职业学院,工艺美术品设计（定向招生保山建档立卡户）,510
上海工艺美术职业学院,产品艺术设计（定向招生保山建档立卡户）,505
